,Ship Mode,Segment,Category,Sub-Category,State,City,New Price,Quantity,Discount,New Discount Price,NEW PROFIT,New Profit per quantity
1135,Standard Class,Consumer,Furniture,Bookcases,Oregon,Portland,770.1546000000001,1,0.05,38.50773000000001,561.49227,561.49227
1136,Standard Class,Consumer,Furniture,Chairs,Oregon,Portland,485.7264,4,0.05,24.286320000000003,155.71368,38.92842
1137,Standard Class,Home Office,Technology,Phones,Ohio,Cleveland,310.6116,4,0.05,15.53058,164.46942,41.117355
1138,Same Day,Consumer,Technology,Phones,Washington,Seattle,277.951,5,0.05,13.897550000000003,166.10245000000003,33.220490000000005
1139,Standard Class,Home Office,Office Supplies,Binders,Tennessee,Columbia,212.832,2,0.05,10.6416,169.3584,84.6792
1140,First Class,Consumer,Office Supplies,Appliances,Illinois,Chicago,188.7381,1,0.05,9.436905000000001,170.563095,170.563095
1141,Second Class,Home Office,Office Supplies,Binders,Florida,Tamarac,185.9696,1,0.05,9.298480000000001,170.70152,170.70152
1142,Second Class,Corporate,Office Supplies,Supplies,Ohio,Columbus,646.3178,2,0.05,32.31589,147.68411000000006,73.84205500000003
1143,First Class,Corporate,Office Supplies,Binders,Illinois,Rockford,2172.2858,7,0.05,108.61429000000001,891.38571,127.34081571428571
1144,Standard Class,Corporate,Technology,Phones,California,Oakland,227.9904,1,0.05,11.39952,168.60048,168.60048
1145,Second Class,Consumer,Technology,Phones,Washington,Seattle,205.4604,2,0.05,10.27302,169.72698,84.86349
1146,Standard Class,Consumer,Office Supplies,Storage,Ohio,Marion,348.093,3,0.05,17.40465,162.59535,54.19845
1147,Standard Class,Corporate,Furniture,Tables,Ohio,Lakewood,1492.5876,2,0.05,74.62938000000001,525.37062,262.68531
1148,Standard Class,Corporate,Furniture,Tables,California,San Francisco,770.4234,3,0.05,38.521170000000005,141.47883,47.159609999999994
1149,Standard Class,Consumer,Office Supplies,Binders,Illinois,Chicago,242.6994,3,0.05,12.134970000000001,167.86503,55.955009999999994
1150,Second Class,Corporate,Office Supplies,Supplies,Oregon,Eugene,201.7602,7,0.05,10.08801,169.91199,24.273141428571428
1151,Second Class,Corporate,Furniture,Chairs,Oregon,Eugene,299.1918,1,0.05,14.95959,165.04041,165.04041
1152,Second Class,Corporate,Furniture,Chairs,Oregon,Eugene,927.9048,3,0.05,46.39524,133.60476,44.53492
1153,First Class,Consumer,Office Supplies,Storage,Ohio,Lancaster,371.72720000000004,4,0.05,18.586360000000003,161.41364000000002,40.353410000000004
1154,Standard Class,Consumer,Furniture,Furnishings,Texas,Dallas,814.09,5,0.05,40.7045,559.2955,111.85909999999998
1155,Standard Class,Consumer,Office Supplies,Binders,Pennsylvania,Philadelphia,184.422,1,0.05,9.2211,170.7789,170.7789
1156,Standard Class,Consumer,Office Supplies,Storage,Pennsylvania,Philadelphia,277.557,5,0.05,13.877850000000002,166.12215,33.22443
1157,Standard Class,Corporate,Furniture,Furnishings,Texas,Grand Prairie,247.59199999999998,5,0.05,12.3796,167.6204,33.52408
1158,Standard Class,Corporate,Office Supplies,Storage,Tennessee,Memphis,281.169,5,0.05,14.05845,165.94155,33.18831
1159,Standard Class,Home Office,Office Supplies,Fasteners,Arizona,Chandler,241.6176,8,0.05,12.08088,167.91912,20.98989
1160,Standard Class,Consumer,Furniture,Bookcases,Ohio,Springfield,1067.961,5,0.05,53.398050000000005,546.60195,109.32039
1161,Standard Class,Consumer,Technology,Phones,Ohio,Springfield,375.3304,4,0.05,18.76652,161.23348,40.30837
1162,First Class,Consumer,Office Supplies,Binders,Texas,Austin,265.2384,4,0.05,13.261920000000002,166.73808,41.68452
1163,First Class,Consumer,Office Supplies,Binders,Texas,Austin,190.9038,1,0.05,9.54519,170.45481,170.45481
1164,First Class,Consumer,Furniture,Chairs,Texas,Houston,1092.279,5,0.05,54.61395,125.38605,25.07721
1165,Second Class,Home Office,Office Supplies,Binders,Florida,Hollywood,199.2,5,0.05,9.96,170.04,34.007999999999996
1166,Standard Class,Consumer,Technology,Phones,Pennsylvania,Philadelphia,313.9104,4,0.05,15.69552,164.30447999999998,41.076119999999996
1167,Standard Class,Consumer,Office Supplies,Fasteners,Pennsylvania,Philadelphia,187.3304,2,0.05,9.36652,170.63348,85.31674
1168,First Class,Home Office,Furniture,Chairs,California,Oakland,708.0912,8,0.05,35.40456,144.59544,18.07443
1169,Standard Class,Consumer,Office Supplies,Binders,Pennsylvania,Philadelphia,190.49,1,0.05,9.524500000000002,170.4755,170.4755
1170,Standard Class,Consumer,Technology,Phones,Pennsylvania,Philadelphia,326.8584,3,0.05,16.342920000000003,163.65708,54.55236
1171,Standard Class,Consumer,Office Supplies,Storage,North Carolina,Jacksonville,207.608,2,0.05,10.380400000000002,169.6196,84.8098
1172,Standard Class,Consumer,Furniture,Tables,North Carolina,Jacksonville,1844.2974,6,0.05,92.21487,507.78513,84.630855
1173,Standard Class,Consumer,Office Supplies,Binders,North Carolina,Jacksonville,204.7884,7,0.05,10.23942,169.76058,24.25151142857143
1174,Standard Class,Consumer,Furniture,Furnishings,North Carolina,Jacksonville,641.646,3,0.05,32.0823,147.9177,49.3059
1175,Standard Class,Consumer,Furniture,Tables,Texas,Plano,1252.4868000000001,4,0.05,62.62434000000001,117.37565999999998,29.343914999999996
1176,First Class,Consumer,Furniture,Chairs,New York,New York City,775.959,5,0.05,38.79795,141.20204999999999,28.240409999999997
1177,Second Class,Home Office,Furniture,Furnishings,Texas,Houston,361.125,5,0.05,18.056250000000002,161.94375,32.38875
1178,First Class,Corporate,Furniture,Bookcases,Pennsylvania,Philadelphia,295.24559999999997,4,0.05,14.762279999999999,165.23771999999997,41.30942999999999
1179,Standard Class,Consumer,Office Supplies,Binders,Florida,Pembroke Pines,188.0454,3,0.05,9.40227,170.59773,56.86591000000001
1180,Standard Class,Consumer,Technology,Accessories,Florida,Pembroke Pines,388.56690000000003,1,0.05,19.428345000000004,160.571655,160.571655
1181,Standard Class,Consumer,Furniture,Bookcases,Florida,Pembroke Pines,421.568,2,0.05,21.078400000000002,158.9216,79.4608
1182,Standard Class,Consumer,Technology,Accessories,Florida,Pembroke Pines,294.54,2,0.05,14.727000000000002,165.273,82.6365
1183,Standard Class,Corporate,Furniture,Tables,New York,New York City,1100.1984,2,0.05,55.00992,544.99008,272.49504
1184,Standard Class,Consumer,Office Supplies,Binders,North Carolina,Jacksonville,202.6893,3,0.05,10.134465,169.865535,56.621845
1185,Second Class,Consumer,Technology,Accessories,Texas,Houston,206.7,2,0.05,10.335,169.665,84.8325
1186,Second Class,Consumer,Technology,Accessories,Texas,Houston,209.448,2,0.05,10.4724,169.5276,84.7638
1187,Standard Class,Consumer,Technology,Phones,Ohio,Medina,1247.9568,6,0.05,62.39784,537.6021599999999,89.60035999999998
1188,Standard Class,Consumer,Technology,Phones,Ohio,Medina,240.2784,7,0.05,12.01392,167.98608,23.998011428571427
1189,Standard Class,Consumer,Office Supplies,Binders,Ohio,Medina,212.7114,3,0.05,10.635570000000001,169.36443,56.45481
1190,Second Class,Corporate,Furniture,Furnishings,Pennsylvania,Philadelphia,537.7944,4,0.05,26.88972,153.11028,38.27757
1191,Standard Class,Consumer,Furniture,Chairs,California,San Francisco,398.352,3,0.05,19.9176,160.08239999999998,53.36079999999999
1192,Standard Class,Home Office,Technology,Phones,Pennsylvania,Philadelphia,252.9927,1,0.05,12.649635000000002,167.350365,167.350365
1193,Standard Class,Home Office,Office Supplies,Binders,Pennsylvania,Philadelphia,190.4775,5,0.05,9.523875,170.476125,34.095225
1194,Standard Class,Home Office,Office Supplies,Binders,Pennsylvania,Philadelphia,197.27,5,0.05,9.863500000000002,170.1365,34.027300000000004
1195,Standard Class,Home Office,Office Supplies,Binders,Texas,El Paso,191.2914,3,0.05,9.564570000000002,170.43543,56.81181
1196,Standard Class,Consumer,Furniture,Bookcases,New York,Buffalo,4237.938,10,0.05,211.89690000000002,-31.896900000000016,-3.1896900000000015
1197,First Class,Corporate,Furniture,Tables,Tennessee,Knoxville,1076.4555,3,0.05,53.82277500000001,546.177225,182.059075
1198,First Class,Corporate,Office Supplies,Storage,Tennessee,Knoxville,302.94,3,0.05,15.147,164.853,54.951
1199,Standard Class,Consumer,Office Supplies,Binders,Ohio,Cleveland,284.706,5,0.05,14.235300000000002,165.7647,33.15294
1200,Standard Class,Home Office,Furniture,Chairs,Illinois,Elmhurst,1406.2332000000001,6,0.05,70.31166,529.6883400000002,88.28139000000003
1201,Second Class,Home Office,Office Supplies,Binders,Illinois,Chicago,203.4414,1,0.05,10.17207,169.82793,169.82793
1202,First Class,Corporate,Office Supplies,Appliances,Texas,Arlington,304.394,5,0.05,15.219700000000001,164.7803,32.95606
1203,Standard Class,Consumer,Furniture,Tables,Massachusetts,Lawrence,413.1,2,0.05,20.655,159.34500000000003,79.67250000000001
1204,Second Class,Consumer,Office Supplies,Binders,Texas,Waco,1270.978,4,0.05,63.5489,536.4511,134.112775
1205,Standard Class,Consumer,Furniture,Chairs,Texas,Houston,515.1756,3,0.05,25.75878,154.24122000000006,51.41374000000002
1206,Standard Class,Consumer,Furniture,Chairs,California,Los Angeles,367.3872,3,0.05,18.36936,161.63064,53.87688
1207,First Class,Corporate,Office Supplies,Binders,Ohio,Columbus,199.6,5,0.05,9.98,170.02,34.004000000000005
1208,Standard Class,Consumer,Office Supplies,Binders,Florida,Jacksonville,182.275,1,0.05,9.113750000000001,170.88625,170.88625
1209,First Class,Consumer,Office Supplies,Storage,Colorado,Commerce City,359.2812,3,0.05,17.96406,162.03594,54.01198
1210,Standard Class,Consumer,Office Supplies,Fasteners,California,Santa Ana,185.94,3,0.05,9.297,170.703,56.901
1211,Standard Class,Consumer,Furniture,Chairs,California,Santa Ana,749.5272,6,0.05,37.47636,142.52364,23.75394
1212,Standard Class,Consumer,Furniture,Tables,Texas,Texas City,295.6086,1,0.05,14.780430000000003,165.21957000000003,165.21957000000003
1213,Standard Class,Consumer,Furniture,Chairs,Texas,Texas City,387.8456,4,0.05,19.39228,160.60772,40.15193
1214,Standard Class,Home Office,Office Supplies,Binders,North Carolina,Wilson,192.792,5,0.05,9.639600000000002,170.3604,34.07208
1215,Same Day,Consumer,Office Supplies,Binders,North Carolina,Charlotte,301.08910000000003,11,0.05,15.054455000000003,164.94554500000004,14.995049545454549
1216,Second Class,Corporate,Furniture,Tables,Ohio,Lorain,3156.1904,8,0.05,157.80952000000002,842.19048,105.27381
1217,Standard Class,Consumer,Technology,Phones,Oregon,Redmond,351.4314,7,0.05,17.57157,162.42843,23.20406142857143
1218,Standard Class,Home Office,Furniture,Tables,Oregon,Springfield,1468.8603,3,0.05,73.443015,526.5569849999999,175.518995
1219,First Class,Corporate,Office Supplies,Binders,Texas,Arlington,290.8016,7,0.05,14.540080000000001,165.45992,23.63713142857143
1220,First Class,Corporate,Furniture,Furnishings,Texas,Arlington,212.8352,2,0.05,10.64176,169.35824,84.67912
1221,First Class,Corporate,Furniture,Chairs,Texas,Arlington,433.067,5,0.05,21.653350000000003,158.34665,31.669330000000002
1222,Standard Class,Home Office,Office Supplies,Storage,Arizona,Gilbert,237.564,2,0.05,11.8782,168.1218,84.0609
1223,Standard Class,Home Office,Furniture,Tables,Arizona,Gilbert,1172.6268,9,0.05,58.63134,541.36866,60.152073333333334
1224,Standard Class,Consumer,Office Supplies,Storage,Illinois,Bloomington,375.76739999999995,1,0.05,18.788369999999997,161.21162999999999,161.21162999999999
1225,Standard Class,Consumer,Furniture,Furnishings,Illinois,Bloomington,241.2892,2,0.05,12.06446,167.93554,83.96777
1226,Standard Class,Consumer,Office Supplies,Binders,North Carolina,Wilson,191.3208,4,0.05,9.56604,170.43396,42.60849
1227,Same Day,Consumer,Furniture,Furnishings,Illinois,Skokie,1159.3392,6,0.05,57.96696,542.0330399999999,90.33883999999999
1228,Same Day,Consumer,Furniture,Furnishings,Illinois,Skokie,263.0838,3,0.05,13.15419,166.84581,55.61527
1229,Same Day,Consumer,Technology,Accessories,Illinois,Skokie,224.172,3,0.05,11.2086,168.7914,56.2638
1230,First Class,Corporate,Office Supplies,Binders,Tennessee,Smyrna,190.6236,3,0.05,9.53118,170.46882,56.822939999999996
1231,Standard Class,Consumer,Furniture,Chairs,Illinois,Chicago,544.9115999999999,2,0.05,27.245579999999997,152.75441999999995,76.37720999999998
1232,Standard Class,Consumer,Furniture,Chairs,California,Los Angeles,315.8763,3,0.05,15.793815000000002,164.206185,54.735395000000004
1233,Standard Class,Corporate,Office Supplies,Storage,New Jersey,Lakewood,261.96,2,0.05,13.097999999999999,166.902,83.451
1234,Standard Class,Consumer,Office Supplies,Storage,New York,New York City,452.94,3,0.05,22.647000000000002,157.353,52.451
1235,Standard Class,Consumer,Office Supplies,Storage,Illinois,Chicago,223.5204,2,0.05,11.176020000000001,168.82398,84.41199
1236,Standard Class,Consumer,Technology,Machines,Illinois,Chicago,1562.3700000000001,3,0.05,78.11850000000001,101.88149999999999,33.960499999999996
1237,Standard Class,Consumer,Furniture,Chairs,Illinois,Chicago,515.1756,3,0.05,25.75878,154.24122000000006,51.41374000000002
1238,Standard Class,Consumer,Furniture,Furnishings,Illinois,Chicago,200.748,5,0.05,10.0374,169.9626,33.99252
1239,Standard Class,Corporate,Office Supplies,Binders,Arizona,Phoenix,202.9755,3,0.05,10.148775,169.851225,56.617075
1240,Standard Class,Consumer,Office Supplies,Storage,Texas,San Antonio,290.979,3,0.05,14.54895,165.45105,55.15035
1241,Second Class,Consumer,Furniture,Tables,Pennsylvania,Philadelphia,353.235,1,0.05,17.66175,162.33825000000002,162.33825000000002
1242,Second Class,Consumer,Office Supplies,Storage,Pennsylvania,Philadelphia,465.91200000000003,5,0.05,23.295600000000004,156.7044,31.34088
1243,Standard Class,Corporate,Furniture,Furnishings,Illinois,Chicago,230.0308,2,0.05,11.50154,168.49846,84.24923
1244,Same Day,Consumer,Furniture,Furnishings,Texas,Houston,216.6898,2,0.05,10.83449,169.16551,84.582755
1245,Same Day,Consumer,Office Supplies,Binders,Texas,Houston,189.8748,1,0.05,9.49374,170.50626,170.50626
1246,Same Day,Consumer,Furniture,Furnishings,Texas,Houston,191.82,5,0.05,9.591,170.409,34.0818
1247,Standard Class,Corporate,Furniture,Tables,Arizona,Phoenix,239.5476,1,0.05,11.97738,168.02262,168.02262
1248,Standard Class,Corporate,Technology,Machines,Arizona,Phoenix,1256.9270000000001,2,0.05,62.84635000000001,537.1536500000001,268.57682500000004
1249,Standard Class,Corporate,Technology,Accessories,Arizona,Phoenix,233.016,3,0.05,11.6508,168.3492,56.1164
1250,Standard Class,Corporate,Furniture,Furnishings,Texas,Houston,210.213,3,0.05,10.51065,169.48935,56.49645
1251,First Class,Consumer,Office Supplies,Binders,Pennsylvania,Philadelphia,186.47,2,0.05,9.323500000000001,170.6765,85.33825
1252,First Class,Consumer,Technology,Machines,Pennsylvania,Philadelphia,210.6235,1,0.05,10.531175000000001,169.468825,169.468825
1253,First Class,Consumer,Furniture,Chairs,Pennsylvania,Philadelphia,322.5248,2,0.05,16.126240000000003,163.87376,81.93688
1254,First Class,Consumer,Office Supplies,Binders,Pennsylvania,Philadelphia,210.52,4,0.05,10.526000000000002,169.474,42.3685
1255,First Class,Consumer,Technology,Machines,Pennsylvania,Philadelphia,1009.989,2,0.05,50.49945,549.50055,274.750275
1256,Standard Class,Corporate,Office Supplies,Binders,Illinois,Peoria,184.368,5,0.05,9.2184,170.7816,34.15632
1257,Standard Class,Corporate,Furniture,Furnishings,Illinois,Peoria,190.3584,3,0.05,9.51792,170.48208,56.82736
1258,Standard Class,Corporate,Furniture,Chairs,Illinois,Peoria,296.6112,2,0.05,14.83056,165.16944,82.58472
1259,Standard Class,Corporate,Furniture,Furnishings,Illinois,Peoria,184.36599999999999,2,0.05,9.2183,170.7817,85.39085
1260,Same Day,Consumer,Furniture,Tables,California,Santa Ana,338.8185,1,0.05,16.940925,163.05907499999998,163.05907499999998
1261,First Class,Home Office,Office Supplies,Binders,Ohio,Troy,205.2144,3,0.05,10.260720000000001,169.73928,56.57976
1262,Standard Class,Consumer,Furniture,Chairs,California,Los Angeles,417.4578,3,0.05,20.87289,159.12711000000002,53.042370000000005
1263,Standard Class,Corporate,Technology,Phones,California,Los Angeles,292.651,5,0.05,14.632550000000002,165.36745,33.07349
1264,Standard Class,Corporate,Technology,Phones,California,Los Angeles,219.98000000000002,2,0.05,10.999000000000002,169.001,84.5005
1265,Second Class,Consumer,Office Supplies,Binders,Texas,Beaumont,208.028,5,0.05,10.4014,169.5986,33.91972
1266,Second Class,Consumer,Technology,Accessories,Texas,Beaumont,317.9724,3,0.05,15.898620000000001,164.10138,54.70046
1267,Same Day,Consumer,Furniture,Furnishings,Texas,Dallas,406.6236,6,0.05,20.331180000000003,159.66881999999998,26.611469999999997
1268,Standard Class,Consumer,Technology,Phones,Ohio,Springfield,496.20679999999993,2,0.05,24.810339999999997,155.18966,77.59483
1269,Standard Class,Consumer,Office Supplies,Binders,Ohio,Lakewood,198.68880000000001,3,0.05,9.934440000000002,170.06556,56.688520000000004
1270,Second Class,Consumer,Furniture,Chairs,Illinois,Naperville,1366.2277,7,0.05,68.311385,531.688615,75.95551642857143
1271,Second Class,Consumer,Office Supplies,Binders,Illinois,Naperville,200.6712,6,0.05,10.033560000000001,169.96644,28.327740000000002
1272,Standard Class,Corporate,Office Supplies,Appliances,Illinois,Chicago,200.6756,2,0.05,10.03378,169.96622,84.98311
1273,Standard Class,Corporate,Office Supplies,Storage,Illinois,Chicago,460.155,5,0.05,23.00775,156.99225,31.398450000000004
1274,Second Class,Consumer,Office Supplies,Binders,Ohio,Columbus,184.5036,3,0.05,9.22518,170.77482,56.92494
1275,Standard Class,Consumer,Office Supplies,Binders,Illinois,Chicago,229.236,6,0.05,11.4618,168.5382,28.089699999999997
1276,Standard Class,Corporate,Office Supplies,Binders,Pennsylvania,Philadelphia,222.6192,2,0.05,11.130960000000002,168.86903999999998,84.43451999999999
1277,Standard Class,Consumer,Technology,Phones,Pennsylvania,Philadelphia,195.743,1,0.05,9.78715,170.21285,170.21285
1278,Standard Class,Consumer,Technology,Phones,Pennsylvania,Philadelphia,217.981,2,0.05,10.89905,169.10095,84.550475
1279,Second Class,Corporate,Technology,Accessories,Texas,El Paso,286.7733,3,0.05,14.338665,165.661335,55.220445000000005
1280,First Class,Home Office,Furniture,Furnishings,Illinois,Chicago,340.1168,2,0.05,17.005840000000003,162.99416,81.49708
1281,Standard Class,Consumer,Furniture,Bookcases,New York,New York City,730.116,5,0.05,36.5058,143.4942,28.69884
1282,Standard Class,Consumer,Office Supplies,Storage,Illinois,Aurora,456.28,2,0.05,22.814,157.186,78.593
