Category,City,Country,Discount,Number of Records,Postal Code,Profit,Quantity,Sales,Segment,Ship Mode,State,Sub-Category
Office Supplies,Cleveland,United States,0.7,1,44105,-46.536,5,58.17,Consumer,Standard Class,Ohio,Binders
Furniture,Elmhurst,United States,0.3,1,60126,-172.1172,6,634.116,Home Office,Standard Class,Illinois,Chairs
Office Supplies,Chicago,United States,0.8,1,60653,-14.7594,1,8.682,Home Office,Second Class,Illinois,Binders
Office Supplies,Arlington,United States,0.8,1,76017,-90.774,5,33.62,Corporate,First Class,Texas,Appliances
Furniture,Lawrence,United States,0.3,1,01841,-38.85,2,194.25,Consumer,Standard Class,Massachusetts,Tables
Office Supplies,Waco,United States,0.8,1,76706,-426.986,4,243.992,Consumer,Second Class,Texas,Binders
Furniture,Houston,United States,0.3,1,77095,-18.1176,3,317.058,Consumer,Standard Class,Texas,Chairs
Furniture,Los Angeles,United States,0.2,1,90008,-17.0352,3,170.352,Consumer,Standard Class,California,Chairs
Office Supplies,Columbus,United States,0.7,1,43229,-7.84,5,11.76,Corporate,First Class,Ohio,Binders
Office Supplies,Jacksonville,United States,0.7,1,32216,-0.91,1,1.365,Consumer,Standard Class,Florida,Binders
Office Supplies,Commerce City,United States,0.2,1,80022,-32.9292,3,146.352,Consumer,First Class,Colorado,Storage
Office Supplies,Santa Ana,United States,0,1,92704,0,3,5.94,Consumer,Standard Class,California,Fasteners
Furniture,Santa Ana,United States,0.2,1,92704,-84.8232,6,484.704,Consumer,Standard Class,California,Chairs
Furniture,Texas City,United States,0.3,1,77590,-13.1706,1,102.438,Consumer,Standard Class,Texas,Tables
Furniture,Texas City,United States,0.3,1,77590,-8.5416,4,199.304,Consumer,Standard Class,Texas,Chairs
Office Supplies,Wilson,United States,0.7,1,27893,-5.412,5,7.38,Home Office,Standard Class,North Carolina,Binders
Office Supplies,Charlotte,United States,0.7,1,28205,-52.5481,11,68.541,Consumer,Same Day,North Carolina,Binders
Furniture,Lorain,United States,0.4,1,44052,-734.5264,8,1421.664,Corporate,Second Class,Ohio,Tables
Technology,Redmond,United States,0.2,1,97756,-31.4874,7,139.944,Consumer,Standard Class,Oregon,Phones
Furniture,Springfield,United States,0.5,1,97477,-304.6653,3,564.195,Home Office,Standard Class,Oregon,Tables
Office Supplies,Arlington,United States,0.8,1,76017,-68.1856,7,42.616,Corporate,First Class,Texas,Binders
Furniture,Arlington,United States,0.6,1,76017,-11.6512,2,21.184,Corporate,First Class,Texas,Furnishings
Furniture,Arlington,United States,0.3,1,76017,-39.637,5,213.43,Corporate,First Class,Texas,Chairs
Office Supplies,Gilbert,United States,0.2,1,85234,-6.396,2,51.168,Home Office,Standard Class,Arizona,Storage
Furniture,Gilbert,United States,0.5,1,85234,-185.7168,9,386.91,Home Office,Standard Class,Arizona,Tables
Office Supplies,Bloomington,United States,0.2,1,61701,-15.7514,1,180.016,Consumer,Standard Class,Illinois,Storage
Furniture,Bloomington,United States,0.6,1,61701,-19.7372,2,41.552,Consumer,Standard Class,Illinois,Furnishings
Office Supplies,Wilson,United States,0.7,1,27893,-4.9128,4,6.408,Consumer,Standard Class,North Carolina,Binders
Furniture,Skokie,United States,0.6,1,60076,-292.9872,6,266.352,Consumer,Same Day,Illinois,Furnishings
Furniture,Skokie,United States,0.6,1,60076,-26.7558,3,56.328,Consumer,Same Day,Illinois,Furnishings
Technology,Skokie,United States,0.2,1,60076,-4.908,3,39.264,Consumer,Same Day,Illinois,Accessories
Office Supplies,Smyrna,United States,0.7,1,37167,-4.4946,3,6.129,Corporate,First Class,Tennessee,Binders
Furniture,Chicago,United States,0.3,1,60623,-5.1396,2,359.772,Consumer,Standard Class,Illinois,Chairs
Furniture,Los Angeles,United States,0.2,1,90008,-13.7403,3,122.136,Consumer,Standard Class,California,Chairs
Office Supplies,Lakewood,United States,0,1,08701,0,2,81.96,Corporate,Standard Class,New Jersey,Storage
Office Supplies,New York City,United States,0,1,10035,0,3,272.94,Consumer,Standard Class,New York,Storage
Office Supplies,Chicago,United States,0.2,1,60623,-8.3524,2,35.168,Consumer,Standard Class,Illinois,Storage
Technology,Chicago,United States,0.3,1,60623,-19.47,3,1362.9,Consumer,Standard Class,Illinois,Machines
Furniture,Chicago,United States,0.3,1,60653,-18.1176,3,317.058,Consumer,Standard Class,Illinois,Chairs
Furniture,Chicago,United States,0.6,1,60653,-6.188,5,14.56,Consumer,Standard Class,Illinois,Furnishings
Office Supplies,Phoenix,United States,0.7,1,85023,-9.9705,3,13.005,Corporate,Standard Class,Arizona,Binders
Office Supplies,San Antonio,United States,0.2,1,78207,-17.523,3,93.456,Consumer,Standard Class,Texas,Storage
Furniture,Philadelphia,United States,0.4,1,19143,-34.647,1,138.588,Consumer,Second Class,Pennsylvania,Tables
Office Supplies,Philadelphia,United States,0.2,1,19143,-25.992,5,259.92,Consumer,Second Class,Pennsylvania,Storage
Furniture,Chicago,United States,0.6,1,60610,-15.5268,2,34.504,Corporate,Standard Class,Illinois,Furnishings
Furniture,Houston,United States,0.6,1,77041,-16.5858,2,20.104,Consumer,Same Day,Texas,Furnishings
Office Supplies,Houston,United States,0.8,1,77041,-6.0768,1,3.798,Consumer,Same Day,Texas,Binders
Furniture,Houston,United States,0.6,1,77041,-3.94,5,7.88,Consumer,Same Day,Texas,Furnishings
Furniture,Phoenix,United States,0.5,1,85023,-24.1026,1,35.445,Corporate,Standard Class,Arizona,Tables
Technology,Phoenix,United States,0.7,1,85023,-386.957,2,269.97,Corporate,Standard Class,Arizona,Machines
Technology,Phoenix,United States,0.2,1,85023,-7.896,3,45.12,Corporate,Standard Class,Arizona,Accessories
Furniture,Houston,United States,0.6,1,77095,-7.833,3,22.38,Corporate,Standard Class,Texas,Furnishings
Office Supplies,Philadelphia,United States,0.7,1,19140,-2.588,2,3.882,Consumer,First Class,Pennsylvania,Binders
Technology,Philadelphia,United States,0.7,1,19140,-18.0385,1,12.585,Consumer,First Class,Pennsylvania,Machines
Furniture,Philadelphia,United States,0.3,1,19140,-29.1528,2,113.372,Consumer,First Class,Pennsylvania,Chairs
Office Supplies,Philadelphia,United States,0.7,1,19140,-12.208,4,18.312,Consumer,First Class,Pennsylvania,Binders
Technology,Philadelphia,United States,0.7,1,19140,-168.819,2,241.17,Consumer,First Class,Pennsylvania,Machines
Office Supplies,Peoria,United States,0.8,1,61604,-2.688,5,1.68,Corporate,Standard Class,Illinois,Binders
Furniture,Peoria,United States,0.6,1,61604,-2.3904,3,7.968,Corporate,Standard Class,Illinois,Furnishings
Furniture,Peoria,United States,0.3,1,61604,-3.2392,2,113.372,Corporate,Standard Class,Illinois,Chairs
Furniture,Peoria,United States,0.6,1,61604,-1.406,2,2.96,Corporate,Standard Class,Illinois,Furnishings
Furniture,Santa Ana,United States,0.2,1,92704,-12.7785,1,146.04,Consumer,Same Day,California,Tables
Office Supplies,Troy,United States,0.7,1,45373,-10.3824,3,14.832,Home Office,First Class,Ohio,Binders
Furniture,Los Angeles,United States,0.2,1,90008,-19.1058,3,218.352,Consumer,Standard Class,California,Chairs
Technology,Los Angeles,United States,0.2,1,90004,-20.691,5,91.96,Corporate,Standard Class,California,Phones
Technology,Los Angeles,United States,0.2,1,90004,-7.996,2,31.984,Corporate,Standard Class,California,Phones
Office Supplies,Beaumont,United States,0.8,1,77705,-17.248,5,10.78,Consumer,Second Class,Texas,Binders
Technology,Beaumont,United States,0.2,1,77705,-17.9964,3,119.976,Consumer,Second Class,Texas,Accessories
Furniture,Dallas,United States,0.6,1,75217,-95.2476,6,131.376,Consumer,Same Day,Texas,Furnishings
Technology,Springfield,United States,0.4,1,45503,-56.3108,2,259.896,Consumer,Standard Class,Ohio,Phones
Office Supplies,Lakewood,United States,0.7,1,44107,-7.9068,3,10.782,Consumer,Standard Class,Ohio,Binders
Furniture,Naperville,United States,0.3,1,60540,-163.5767,7,602.651,Consumer,Second Class,Illinois,Chairs
Office Supplies,Naperville,United States,0.8,1,60540,-13.0152,6,7.656,Consumer,Second Class,Illinois,Binders
Office Supplies,Chicago,United States,0.8,1,60653,-15.0876,2,5.588,Corporate,Standard Class,Illinois,Appliances
Office Supplies,Chicago,United States,0.2,1,60653,-44.235,5,235.92,Corporate,Standard Class,Illinois,Storage
Office Supplies,Columbus,United States,0.7,1,43229,-2.0016,3,2.502,Consumer,Second Class,Ohio,Binders
Office Supplies,Chicago,United States,0.8,1,60623,-31.332,6,17.904,Consumer,Standard Class,Illinois,Binders
Office Supplies,Philadelphia,United States,0.7,1,19143,-18.0312,2,24.588,Corporate,Standard Class,Pennsylvania,Binders
Technology,Philadelphia,United States,0.4,1,19140,-2.249,1,13.494,Consumer,Standard Class,Pennsylvania,Phones
Technology,Philadelphia,United States,0.4,1,19140,-13.993,2,23.988,Consumer,Standard Class,Pennsylvania,Phones
Technology,El Paso,United States,0.2,1,79907,-10.7973,3,95.976,Corporate,Second Class,Texas,Accessories
Furniture,Chicago,United States,0.6,1,60653,-75.8448,2,84.272,Home Office,First Class,Illinois,Furnishings
Furniture,New York City,United States,0.2,1,10011,-26.196,5,523.92,Consumer,Standard Class,New York,Bookcases
Office Supplies,Aurora,United States,0.2,1,60505,-55.256,2,221.024,Consumer,Standard Class,Illinois,Storage
Furniture,Aurora,United States,0.3,1,60505,-23.7822,3,128.058,Consumer,Standard Class,Illinois,Chairs
Furniture,New York City,United States,0.4,1,10011,-29.3238,3,79.974,Home Office,Same Day,New York,Tables
Office Supplies,Phoenix,United States,0.2,1,85023,-2.5248,2,12.624,Consumer,Standard Class,Arizona,Storage
Office Supplies,Phoenix,United States,0.7,1,85023,-13.938,4,18.18,Consumer,Standard Class,Arizona,Binders
Office Supplies,Abilene,United States,0.8,1,79605,-3.7584,2,1.392,Consumer,First Class,Texas,Appliances
Office Supplies,Rockford,United States,0.8,1,61107,-22.144,4,13.84,Corporate,Second Class,Illinois,Binders
Furniture,Normal,United States,0.3,1,61761,-110.0232,4,366.744,Home Office,Standard Class,Illinois,Chairs
Furniture,Chicago,United States,0.6,1,60623,-7.476,2,8.544,Corporate,Standard Class,Illinois,Furnishings
Office Supplies,Springfield,United States,0.7,1,45503,-8.9796,2,12.828,Corporate,Standard Class,Ohio,Binders
Furniture,Springfield,United States,0.3,1,45503,-42.747,3,598.458,Corporate,Standard Class,Ohio,Chairs
Furniture,Springfield,United States,0.2,1,45503,-3.8976,1,25.984,Corporate,Standard Class,Ohio,Furnishings
Furniture,Philadelphia,United States,0.3,1,19134,-14.196,4,198.744,Consumer,Standard Class,Pennsylvania,Chairs
Furniture,Anaheim,United States,0.2,1,92804,-31.843,5,363.92,Consumer,Same Day,California,Chairs
Office Supplies,Dallas,United States,0.8,1,75081,-3.2406,2,1.964,Corporate,Standard Class,Texas,Binders
Office Supplies,Mcallen,United States,0.8,1,78501,-8.316,4,4.752,Consumer,Standard Class,Texas,Binders
Office Supplies,Charlotte,United States,0.7,1,28205,-17.5651,7,22.911,Consumer,Standard Class,North Carolina,Binders
Furniture,Charlotte,United States,0.4,1,28205,-149.6307,3,472.518,Consumer,Standard Class,North Carolina,Tables
Office Supplies,Charlotte,United States,0.7,1,28205,-12.628,5,17.22,Consumer,Standard Class,North Carolina,Binders
Office Supplies,Chester,United States,0.7,1,19013,-6.303,5,8.595,Corporate,First Class,Pennsylvania,Binders
Office Supplies,Chester,United States,0.2,1,19013,-42.9516,2,190.896,Corporate,First Class,Pennsylvania,Supplies
Office Supplies,Philadelphia,United States,0.7,1,19140,-5.037,3,6.57,Consumer,First Class,Pennsylvania,Binders
Furniture,Newark,United States,0.3,1,43055,-43.4352,6,760.116,Corporate,Second Class,Ohio,Chairs
Office Supplies,Smyrna,United States,0.7,1,37167,-51.5154,1,67.194,Corporate,Standard Class,Tennessee,Binders
Office Supplies,Miami,United States,0.7,1,33180,-5.784,5,7.23,Consumer,Standard Class,Florida,Binders
Office Supplies,Miami,United States,0.7,1,33180,-50.304,4,62.88,Consumer,Standard Class,Florida,Binders
Furniture,Miami,United States,0.2,1,33180,-36.294,3,290.352,Consumer,Standard Class,Florida,Bookcases
Technology,Philadelphia,United States,0.4,1,19140,-181.265,5,776.85,Home Office,Standard Class,Pennsylvania,Phones
Office Supplies,Philadelphia,United States,0.7,1,19140,-8.6058,1,12.294,Home Office,Standard Class,Pennsylvania,Binders
Furniture,Philadelphia,United States,0.4,1,19140,-46.4292,3,154.764,Home Office,Standard Class,Pennsylvania,Tables
Furniture,Mesa,United States,0.5,1,85204,-135.087,2,182.55,Consumer,Second Class,Arizona,Tables
Office Supplies,Chicago,United States,0.8,1,60610,-108.8304,7,53.088,Consumer,Standard Class,Illinois,Appliances
Office Supplies,Houston,United States,0.8,1,77070,-226.6368,8,87.168,Corporate,Standard Class,Texas,Appliances
Office Supplies,Philadelphia,United States,0.7,1,19140,-1.5414,2,2.202,Corporate,Standard Class,Pennsylvania,Binders
Office Supplies,Philadelphia,United States,0.7,1,19140,-7.5168,3,9.396,Corporate,Standard Class,Pennsylvania,Binders
Office Supplies,Houston,United States,0.2,1,77095,-1.041,2,5.552,Home Office,Standard Class,Texas,Supplies
Furniture,Houston,United States,0.3,1,77095,-2.1312,4,74.592,Home Office,Standard Class,Texas,Chairs
Furniture,Houston,United States,0.6,1,77095,-22.2388,2,16.784,Home Office,Standard Class,Texas,Furnishings
Office Supplies,Houston,United States,0.8,1,77095,-99.1032,4,38.864,Home Office,Standard Class,Texas,Appliances
Furniture,San Diego,United States,0.2,1,92024,-8.4294,3,674.352,Home Office,First Class,California,Tables
Office Supplies,Hialeah,United States,0.7,1,33012,-4.49,4,5.388,Consumer,Second Class,Florida,Binders
Furniture,Fort Lauderdale,United States,0.45,1,33311,-114.3534,7,331.023,Consumer,Standard Class,Florida,Tables
Furniture,Saint Charles,United States,0.6,1,60174,-4.8048,3,8.736,Home Office,Standard Class,Illinois,Furnishings
Office Supplies,Philadelphia,United States,0.7,1,19140,-228.7425,3,274.491,Consumer,Standard Class,Pennsylvania,Binders
Technology,Chicago,United States,0.2,1,60623,-7.119,3,40.68,Consumer,Standard Class,Illinois,Accessories
Technology,Philadelphia,United States,0.7,1,19143,-319.1916,3,341.991,Corporate,Same Day,Pennsylvania,Machines
Furniture,Philadelphia,United States,0.3,1,19134,-630.882,9,4416.174,Consumer,Second Class,Pennsylvania,Chairs
Furniture,Columbus,United States,0.5,1,43229,-199.617,5,302.45,Corporate,Standard Class,Ohio,Bookcases
Office Supplies,Columbus,United States,0.2,1,43229,-10.0512,8,44.672,Corporate,Standard Class,Ohio,Storage
Technology,Philadelphia,United States,0.4,1,19134,-6.54,5,32.7,Corporate,Standard Class,Pennsylvania,Phones
Furniture,Houston,United States,0.3,1,77095,-35.5136,2,155.372,Corporate,Second Class,Texas,Chairs
Office Supplies,Columbia,United States,0.7,1,38401,-11.19,3,13.428,Consumer,Same Day,Tennessee,Binders
Office Supplies,Columbia,United States,0.2,1,38401,-0.8392,4,67.136,Consumer,Same Day,Tennessee,Storage
Furniture,San Jose,United States,0.15,1,95123,-12.8784,2,273.666,Corporate,Standard Class,California,Bookcases
Office Supplies,Greensboro,United States,0.2,1,27405,-4.3792,2,20.608,Corporate,Standard Class,North Carolina,Supplies
Office Supplies,Greensboro,United States,0.7,1,27405,-2.73,3,4.095,Corporate,Standard Class,North Carolina,Binders
Technology,Yuma,United States,0.7,1,85364,-479.988,5,599.985,Home Office,Standard Class,Arizona,Machines
Office Supplies,Chicago,United States,0.8,1,60653,-5.0094,3,3.036,Consumer,Standard Class,Illinois,Binders
Furniture,Cleveland,United States,0.2,1,44105,-9.0904,2,66.112,Consumer,Standard Class,Ohio,Furnishings
Technology,Houston,United States,0.4,1,77095,-121.2705,3,559.71,Corporate,Standard Class,Texas,Machines
Technology,Nashville,United States,0.5,1,37211,-272.58,2,649,Consumer,Standard Class,Tennessee,Machines
Furniture,Des Plaines,United States,0.5,1,60016,-175.26,4,292.1,Consumer,First Class,Illinois,Tables
Furniture,Des Plaines,United States,0.6,1,60016,-7.476,2,8.544,Consumer,First Class,Illinois,Furnishings
Furniture,Des Plaines,United States,0.3,1,60016,-30.294,6,424.116,Consumer,First Class,Illinois,Bookcases
Office Supplies,Des Plaines,United States,0.8,1,60016,-4.9164,3,2.892,Consumer,First Class,Illinois,Binders
Office Supplies,Des Plaines,United States,0.2,1,60016,-66.801,5,381.72,Consumer,First Class,Illinois,Storage
Furniture,Plano,United States,0.3,1,75023,-152.7156,3,890.841,Consumer,Standard Class,Texas,Tables
Office Supplies,Miami,United States,0.7,1,33178,-1.3104,2,1.872,Consumer,Standard Class,Florida,Binders
Office Supplies,Miami,United States,0.7,1,33178,-8.5974,2,11.214,Consumer,Standard Class,Florida,Binders
Furniture,New York City,United States,0.4,1,10011,-37.9152,1,142.182,Corporate,Standard Class,New York,Tables
Office Supplies,Hillsboro,United States,0.7,1,97123,-3.465,7,4.158,Corporate,Standard Class,Oregon,Binders
Furniture,Chicago,United States,0.6,1,60623,-8.532,6,22.752,Corporate,First Class,Illinois,Furnishings
Technology,Lancaster,United States,0.4,1,17602,-13.3341,1,61.542,Corporate,Standard Class,Pennsylvania,Phones
Office Supplies,Lancaster,United States,0.7,1,17602,-65.1504,7,81.438,Corporate,Standard Class,Pennsylvania,Binders
Furniture,Jacksonville,United States,0.45,1,32216,-420,6,721.875,Corporate,Standard Class,Florida,Tables
Technology,Jacksonville,United States,0.2,1,32216,-16.5528,4,73.568,Corporate,Standard Class,Florida,Phones
Furniture,Jacksonville,United States,0.2,1,32216,-12.147,1,64.784,Corporate,Standard Class,Florida,Chairs
Office Supplies,Houston,United States,0.8,1,77095,-459.6072,3,176.772,Consumer,Standard Class,Texas,Appliances
Technology,Lakewood,United States,0.4,1,44107,-81.664,8,445.44,Home Office,Second Class,Ohio,Phones
Furniture,Phoenix,United States,0.2,1,85023,0,2,169.568,Home Office,Standard Class,Arizona,Furnishings
Technology,Philadelphia,United States,0.4,1,19143,-50.3928,6,251.964,Corporate,Second Class,Pennsylvania,Phones
Furniture,Philadelphia,United States,0.4,1,19143,-192.0468,3,523.764,Corporate,Second Class,Pennsylvania,Tables
Furniture,Los Angeles,United States,0.2,1,90036,-36.441,3,194.352,Consumer,First Class,California,Chairs
Technology,Philadelphia,United States,0.4,1,19140,-73.7061,3,340.182,Corporate,Standard Class,Pennsylvania,Phones
